EV	ER	Voc. Overlap	ENTR	S1	S2	IE_S1	ER_S1	IE_S2	ER_S2	SR/S1/ER	SR/S1/ENTR	SR/S2/ER	SR/S2/ENTR	dialogue_count	mname	history_length	num_samples	weight	topk
0.13	0.22	0.25	0.87	Human 1	Human 2	0.79	0.10	0.21	0.31	0.21	0.52	0.48	1.51	80	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.33	0.28	0.85	Human 1	Human 2	0.79	0.19	0.21	0.43	0.32	0.34	0.51	0.75	81	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.17	0.31	0.32	0.89	Human 1	Human 2	0.79	0.20	0.21	0.41	0.37	0.69	0.39	0.64	82	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.26	0.25	0.82	Human 1	Human 2	0.69	0.18	0.31	0.32	0.18	0.00	0.48	1.31	84	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.19	0.23	0.20	Human 1	Human 2	0.64	0.18	0.36	0.21	0.17	0.00	0.43	1.16	85	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.37	0.34	1.29	Human 1	Human 2	0.82	0.23	0.18	0.49	0.44	1.08	0.54	1.22	86	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.35	0.34	0.69	Human 1	Human 2	0.64	0.28	0.36	0.42	0.34	0.64	0.44	0.57	87	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.32	0.29	0.85	Human 1	Human 2	0.69	0.22	0.31	0.40	0.33	0.52	0.54	1.14	88	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.26	0.20	0.62	Human 1	Human 2	0.74	0.21	0.26	0.28	0.27	0.47	0.49	1.19	89	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.34	0.34	0.97	Human 1	Human 2	0.78	0.19	0.22	0.56	0.45	1.05	0.50	1.28	90	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.33	0.33	0.82	Human 1	Human 2	0.71	0.17	0.29	0.47	0.40	0.83	0.62	1.63	91	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.31	0.32	0.81	Human 1	Human 2	0.88	0.14	0.12	0.49	0.41	0.83	0.43	0.75	92	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.17	0.35	0.36	0.85	Human 1	Human 2	0.79	0.17	0.21	0.51	0.24	0.38	0.53	0.97	93	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.28	0.25	0.60	Human 1	Human 2	0.71	0.19	0.29	0.39	0.37	1.04	0.54	1.99	94	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.28	0.33	0.94	Human 1	Human 2	0.61	0.22	0.39	0.32	0.23	0.00	0.56	1.58	95	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.34	0.32	0.88	Human 1	Human 2	0.79	0.17	0.21	0.41	0.22	0.59	0.53	0.79	0	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.27	0.30	0.37	Human 1	Human 2	0.70	0.14	0.30	0.33	0.08	0.00	0.55	1.30	1	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.33	0.35	0.88	Human 1	Human 2	0.85	0.18	0.15	0.43	0.32	0.43	0.57	1.45	2	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.30	0.32	0.67	Human 1	Human 2	0.72	0.16	0.28	0.43	0.30	0.64	0.38	0.69	3	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.25	0.28	0.43	Human 1	Human 2	0.79	0.13	0.21	0.35	0.17	0.00	0.32	0.47	4	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.31	0.26	0.60	Human 1	Human 2	0.69	0.19	0.31	0.40	0.23	0.00	0.52	1.19	5	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.33	0.30	0.98	Human 1	Human 2	0.74	0.21	0.26	0.39	0.24	0.59	0.56	1.61	6	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.11	0.25	0.26	0.72	Human 1	Human 2	0.67	0.17	0.33	0.33	0.30	0.85	0.54	1.67	7	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.32	0.24	0.62	Human 1	Human 2	0.81	0.17	0.19	0.46	0.38	0.59	0.47	1.12	8	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.36	0.28	0.64	Human 1	Human 2	0.75	0.21	0.25	0.57	0.38	1.01	0.51	1.21	9	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.28	0.32	0.83	Human 1	Human 2	0.78	0.15	0.22	0.34	0.26	0.40	0.50	1.25	10	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.33	0.29	0.50	Human 1	Human 2	0.74	0.22	0.26	0.47	0.39	0.40	0.49	0.73	11	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.28	0.28	0.85	Human 1	Human 2	0.65	0.16	0.35	0.38	0.37	0.98	0.46	0.93	12	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.31	0.29	0.42	Human 1	Human 2	0.83	0.15	0.17	0.43	0.36	0.50	0.40	0.52	13	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.34	0.32	0.88	Human 1	Human 2	0.78	0.23	0.23	0.43	0.38	1.05	0.52	1.02	14	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.29	0.31	1.01	Human 1	Human 2	0.71	0.11	0.29	0.41	0.21	0.00	0.47	0.75	15	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.23	0.22	0.67	Human 1	Human 2	0.70	0.14	0.30	0.27	0.27	0.76	0.47	1.65	16	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.35	0.33	0.82	Human 1	Human 2	0.86	0.15	0.14	0.43	0.25	0.00	0.52	1.07	17	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.35	0.25	0.84	Human 1	Human 2	0.73	0.18	0.27	0.46	0.31	0.87	0.60	1.68	18	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.31	0.32	0.73	Human 1	Human 2	0.71	0.20	0.29	0.38	0.34	0.35	0.50	1.45	19	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.32	0.29	0.78	Human 1	Human 2	0.70	0.20	0.30	0.45	0.41	1.19	0.46	0.93	20	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.31	0.27	0.98	Human 1	Human 2	0.69	0.17	0.31	0.40	0.24	0.00	0.48	1.23	21	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.25	0.26	0.95	Human 1	Human 2	0.76	0.10	0.24	0.36	0.23	0.00	0.44	1.08	22	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.35	0.36	0.67	Human 1	Human 2	0.78	0.22	0.22	0.46	0.36	1.14	0.51	0.92	23	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.21	0.26	0.59	Human 1	Human 2	0.60	0.18	0.40	0.22	0.19	0.81	0.66	1.85	24	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.23	0.25	1.47	Human 1	Human 2	0.76	0.11	0.24	0.30	0.36	1.43	0.60	1.56	25	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.32	0.32	0.25	Human 1	Human 2	0.72	0.19	0.28	0.39	0.18	0.00	0.57	1.65	26	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.29	0.29	0.47	Human 1	Human 2	0.69	0.19	0.31	0.34	0.18	0.62	0.52	0.64	27	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.33	0.35	0.63	Human 1	Human 2	0.73	0.19	0.27	0.48	0.28	0.51	0.49	0.86	28	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.38	0.34	0.73	Human 1	Human 2	0.80	0.22	0.20	0.55	0.44	0.85	0.56	0.92	29	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.31	0.29	0.71	Human 1	Human 2	0.79	0.15	0.21	0.38	0.24	0.59	0.44	0.96	30	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.39	0.42	0.83	Human 1	Human 2	0.84	0.19	0.16	0.62	0.37	0.77	0.53	1.30	31	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.27	0.34	0.88	Human 1	Human 2	0.85	0.10	0.15	0.38	0.23	0.54	0.49	1.46	32	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.36	0.36	1.00	Human 1	Human 2	0.81	0.18	0.19	0.55	0.33	0.77	0.51	0.52	33	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.34	0.33	0.85	Human 1	Human 2	0.74	0.22	0.26	0.46	0.34	0.49	0.43	0.94	34	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.26	0.32	0.77	Human 1	Human 2	0.66	0.20	0.34	0.30	0.27	0.36	0.40	0.82	35	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.07	0.18	0.15	0.00	Human 1	Human 2	0.75	0.12	0.25	0.21	0.25	0.89	0.40	0.82	36	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.41	0.39	0.69	Human 1	Human 2	0.83	0.21	0.17	0.59	0.36	0.62	0.61	1.17	37	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.31	0.35	0.68	Human 1	Human 2	0.79	0.14	0.21	0.48	0.31	0.59	0.43	0.99	38	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.09	0.17	0.21	1.31	Human 1	Human 2	0.67	0.07	0.33	0.35	0.00	0.00	0.00	0.00	39	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.23	0.21	0.23	Human 1	Human 2	0.74	0.20	0.26	0.25	0.38	0.88	0.24	0.00	40	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.32	0.27	0.81	Human 1	Human 2	0.62	0.19	0.38	0.44	0.28	0.74	0.55	1.19	41	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.31	0.27	0.37	Human 1	Human 2	0.82	0.19	0.18	0.47	0.32	0.76	0.48	0.74	42	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.30	0.25	0.66	Human 1	Human 2	0.74	0.20	0.26	0.38	0.36	1.01	0.43	1.04	43	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.29	0.27	0.67	Human 1	Human 2	0.52	0.18	0.48	0.33	0.17	0.72	0.61	2.25	44	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.11	0.21	0.22	0.63	Human 1	Human 2	0.67	0.15	0.33	0.23	0.16	0.00	0.61	1.48	45	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.35	0.34	0.69	Human 1	Human 2	0.83	0.13	0.17	0.56	0.26	0.33	0.54	0.93	46	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.11	0.26	0.29	0.57	Human 1	Human 2	0.73	0.16	0.27	0.31	0.25	0.95	0.67	1.75	47	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.09	0.28	0.24	0.68	Human 1	Human 2	0.57	0.19	0.43	0.34	0.27	0.40	0.67	1.66	48	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.31	0.36	0.82	Human 1	Human 2	0.65	0.20	0.35	0.40	0.34	0.64	0.52	1.33	49	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.27	0.25	0.56	Human 1	Human 2	0.73	0.16	0.27	0.38	0.26	0.61	0.47	0.46	50	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.18	0.42	0.44	0.83	Human 1	Human 2	0.87	0.17	0.13	0.66	0.33	0.44	0.49	1.16	51	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.31	0.29	0.53	Human 1	Human 2	0.70	0.20	0.30	0.40	0.43	0.66	0.44	0.71	52	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.32	0.33	0.80	Human 1	Human 2	0.77	0.20	0.23	0.39	0.41	1.24	0.51	1.16	53	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.34	0.26	0.88	Human 1	Human 2	0.66	0.23	0.34	0.43	0.32	0.30	0.55	0.94	54	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.09	0.20	0.21	0.86	Human 1	Human 2	0.84	0.15	0.16	0.23	0.36	1.07	0.44	1.13	55	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.25	0.22	0.82	Human 1	Human 2	0.73	0.14	0.27	0.33	0.29	0.40	0.44	1.72	56	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.37	0.39	0.80	Human 1	Human 2	0.80	0.16	0.20	0.57	0.30	0.41	0.51	0.61	57	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.28	0.26	0.66	Human 1	Human 2	0.68	0.24	0.32	0.30	0.30	1.15	0.42	1.15	58	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.38	0.35	0.84	Human 1	Human 2	0.79	0.25	0.21	0.50	0.42	0.82	0.54	1.18	59	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.37	0.30	0.93	Human 1	Human 2	0.77	0.17	0.23	0.55	0.34	0.96	0.59	1.05	60	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.36	0.35	0.73	Human 1	Human 2	0.76	0.22	0.24	0.49	0.41	0.91	0.51	1.25	61	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.42	0.38	0.82	Human 1	Human 2	0.66	0.32	0.34	0.48	0.27	0.62	0.58	1.19	62	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.36	0.34	0.98	Human 1	Human 2	0.80	0.17	0.20	0.57	0.37	0.56	0.51	0.92	63	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.36	0.39	0.99	Human 1	Human 2	0.85	0.16	0.15	0.48	0.28	0.00	0.47	1.12	64	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.11	0.32	0.28	0.90	Human 1	Human 2	0.73	0.19	0.27	0.42	0.28	0.75	0.49	1.00	65	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.34	0.33	0.64	Human 1	Human 2	0.71	0.24	0.29	0.43	0.35	0.46	0.52	1.28	66	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.28	0.28	0.76	Human 1	Human 2	0.73	0.19	0.27	0.36	0.26	0.61	0.50	1.14	67	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.36	0.34	0.98	Human 1	Human 2	0.88	0.14	0.12	0.58	0.37	0.97	0.53	1.79	68	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.31	0.37	0.63	Human 1	Human 2	0.78	0.18	0.22	0.42	0.41	0.96	0.51	0.84	69	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.28	0.25	0.60	Human 1	Human 2	0.86	0.16	0.14	0.36	0.29	0.00	0.50	1.05	70	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.33	0.33	1.20	Human 1	Human 2	0.54	0.25	0.46	0.38	0.23	0.50	0.48	1.10	71	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.29	0.30	0.75	Human 1	Human 2	0.86	0.12	0.14	0.52	0.38	0.69	0.40	0.54	72	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.31	0.32	0.67	Human 1	Human 2	0.78	0.15	0.23	0.44	0.21	0.43	0.60	1.54	73	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.06	0.10	0.18	0.32	Human 1	Human 2	0.67	0.11	0.33	0.09	0.17	0.86	0.60	1.93	74	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.31	0.29	0.84	Human 1	Human 2	0.74	0.19	0.26	0.36	0.29	0.76	0.62	1.79	75	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.29	0.25	0.53	Human 1	Human 2	0.55	0.20	0.45	0.34	0.17	0.72	0.45	0.83	76	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.13	0.27	0.27	1.09	Human 1	Human 2	0.68	0.24	0.32	0.28	0.31	0.00	0.44	1.28	77	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.38	0.37	0.62	Human 1	Human 2	0.80	0.24	0.20	0.53	0.40	0.51	0.41	0.53	78	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.24	0.24	0.68	Human 1	Human 2	0.74	0.23	0.26	0.24	0.27	0.49	0.55	1.41	79	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.09	0.22	0.20	0.60	Human 1	Human 2	0.73	0.17	0.27	0.24	0.21	0.52	0.57	1.85	80	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.29	0.23	0.74	Human 1	Human 2	0.82	0.15	0.18	0.39	0.32	0.34	0.41	0.84	81	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.29	0.25	0.46	Human 1	Human 2	0.78	0.19	0.22	0.37	0.37	0.69	0.50	0.93	82	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.29	0.28	0.75	Human 1	Human 2	0.76	0.16	0.24	0.38	0.18	0.00	0.45	0.47	84	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.20	0.23	0.64	Human 1	Human 2	0.71	0.15	0.29	0.23	0.17	0.00	0.27	0.72	85	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.36	0.31	0.79	Human 1	Human 2	0.81	0.20	0.19	0.52	0.44	1.08	0.51	1.10	86	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.16	0.37	0.42	0.95	Human 1	Human 2	0.74	0.20	0.26	0.51	0.34	0.64	0.54	1.60	87	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.34	0.34	1.06	Human 1	Human 2	0.72	0.24	0.28	0.41	0.33	0.52	0.50	1.46	88	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.08	0.24	0.19	0.68	Human 1	Human 2	0.72	0.15	0.28	0.28	0.27	0.47	0.55	1.43	89	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.34	0.32	1.07	Human 1	Human 2	0.84	0.13	0.16	0.59	0.45	1.05	0.61	1.19	90	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.11	0.34	0.28	0.77	Human 1	Human 2	0.77	0.13	0.23	0.53	0.40	0.83	0.63	1.73	91	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.35	0.33	0.74	Human 1	Human 2	0.76	0.20	0.24	0.51	0.41	0.83	0.49	0.72	92	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.17	0.38	0.40	0.92	Human 1	Human 2	0.87	0.15	0.13	0.57	0.24	0.38	0.52	1.18	93	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.10	0.26	0.22	0.29	Human 1	Human 2	0.71	0.18	0.29	0.34	0.37	1.04	0.46	1.14	94	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.12	0.25	0.30	0.85	Human 1	Human 2	0.85	0.13	0.15	0.33	0.23	0.00	0.51	1.26	95	microsoft/Phi-3.5-mini-instruct	6	10	6000	20
0.15	0.33	0.33	0.80	Human 1	Human 2	0.81	0.14	0.19	0.40	0.22	0.59	0.55	0.90	0	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.28	0.26	0.31	Human 1	Human 2	0.68	0.14	0.32	0.36	0.08	0.00	0.48	1.83	1	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.29	0.27	0.73	Human 1	Human 2	0.76	0.18	0.24	0.36	0.32	0.43	0.53	1.16	2	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.10	0.22	0.20	0.66	Human 1	Human 2	0.60	0.14	0.40	0.30	0.30	0.64	0.54	1.15	3	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.18	0.27	0.33	0.68	Human 1	Human 2	0.86	0.07	0.14	0.43	0.17	0.00	0.29	0.50	4	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.33	0.32	0.44	Human 1	Human 2	0.68	0.22	0.32	0.41	0.23	0.00	0.49	0.90	5	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.33	0.25	0.89	Human 1	Human 2	0.79	0.21	0.21	0.38	0.24	0.59	0.53	1.05	6	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.31	0.25	0.48	Human 1	Human 2	0.70	0.21	0.30	0.39	0.30	0.85	0.54	0.67	7	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.32	0.29	0.50	Human 1	Human 2	0.79	0.20	0.21	0.44	0.38	0.59	0.48	1.37	8	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.38	0.35	0.77	Human 1	Human 2	0.76	0.20	0.24	0.61	0.38	1.01	0.52	1.03	9	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.28	0.27	0.66	Human 1	Human 2	0.71	0.20	0.29	0.32	0.26	0.40	0.46	0.55	10	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.35	0.28	0.78	Human 1	Human 2	0.73	0.23	0.27	0.50	0.39	0.40	0.50	1.40	11	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.27	0.32	0.60	Human 1	Human 2	0.68	0.20	0.32	0.33	0.37	0.98	0.46	1.37	12	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.30	0.27	0.61	Human 1	Human 2	0.68	0.21	0.32	0.36	0.36	0.50	0.47	1.21	13	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.36	0.37	1.06	Human 1	Human 2	0.78	0.20	0.22	0.48	0.38	1.05	0.51	1.03	14	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.18	0.37	0.38	1.13	Human 1	Human 2	0.89	0.08	0.11	0.57	0.21	0.00	0.52	0.88	15	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.11	0.26	0.23	0.66	Human 1	Human 2	0.69	0.14	0.31	0.32	0.27	0.76	0.62	1.58	16	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.37	0.32	0.86	Human 1	Human 2	0.79	0.15	0.21	0.46	0.25	0.00	0.58	1.28	17	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.37	0.35	0.62	Human 1	Human 2	0.69	0.21	0.31	0.46	0.31	0.87	0.51	1.23	18	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.35	0.35	1.07	Human 1	Human 2	0.66	0.24	0.34	0.42	0.34	0.35	0.52	1.07	19	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.31	0.29	0.88	Human 1	Human 2	0.60	0.22	0.40	0.42	0.41	1.19	0.39	0.90	20	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.33	0.27	0.75	Human 1	Human 2	0.69	0.21	0.31	0.41	0.24	0.00	0.61	1.54	21	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.26	0.25	0.89	Human 1	Human 2	0.71	0.14	0.29	0.33	0.23	0.00	0.40	0.52	22	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.28	0.28	0.67	Human 1	Human 2	0.74	0.18	0.26	0.36	0.36	1.14	0.44	0.86	23	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.09	0.18	0.22	0.22	Human 1	Human 2	0.59	0.16	0.41	0.19	0.19	0.81	0.58	1.92	24	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.28	0.29	1.32	Human 1	Human 2	0.64	0.21	0.36	0.33	0.36	1.43	0.47	0.85	25	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.30	0.29	0.52	Human 1	Human 2	0.85	0.13	0.15	0.39	0.18	0.00	0.57	1.21	26	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.25	0.25	0.52	Human 1	Human 2	0.81	0.15	0.19	0.30	0.18	0.62	0.51	1.35	27	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.32	0.31	0.49	Human 1	Human 2	0.79	0.20	0.21	0.47	0.28	0.51	0.45	1.55	28	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.38	0.29	0.73	Human 1	Human 2	0.74	0.27	0.26	0.50	0.44	0.85	0.55	0.86	29	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.16	0.30	0.29	0.37	Human 1	Human 2	0.85	0.18	0.15	0.37	0.24	0.59	0.32	0.34	30	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.16	0.34	0.38	1.13	Human 1	Human 2	0.89	0.12	0.11	0.56	0.37	0.77	0.56	1.28	31	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.30	0.32	0.82	Human 1	Human 2	0.93	0.12	0.07	0.42	0.23	0.54	0.47	1.24	32	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.34	0.31	0.67	Human 1	Human 2	0.74	0.19	0.26	0.51	0.33	0.77	0.48	0.74	33	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.15	0.34	0.33	0.73	Human 1	Human 2	0.80	0.17	0.20	0.51	0.34	0.49	0.47	0.87	34	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.28	0.29	0.55	Human 1	Human 2	0.67	0.24	0.33	0.30	0.27	0.36	0.45	0.72	35	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.09	0.22	0.20	0.45	Human 1	Human 2	0.81	0.14	0.19	0.26	0.25	0.89	0.51	1.15	36	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.19	0.39	0.45	0.83	Human 1	Human 2	0.84	0.16	0.16	0.59	0.36	0.62	0.52	0.64	37	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.31	0.29	0.55	Human 1	Human 2	0.77	0.18	0.23	0.47	0.31	0.59	0.46	1.12	38	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.17	0.19	0.54	Human 1	Human 2	0.50	0.15	0.50	0.22	0.00	0.00	0.00	0.00	39	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.27	0.22	0.46	Human 1	Human 2	0.96	0.15	0.04	0.32	0.38	0.88	0.44	0.77	40	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.14	0.30	0.27	0.73	Human 1	Human 2	0.66	0.21	0.34	0.40	0.28	0.74	0.52	0.18	41	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.13	0.31	0.30	0.54	Human 1	Human 2	0.78	0.19	0.22	0.44	0.32	0.76	0.36	0.83	42	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
0.12	0.31	0.25	0.63	Human 1	Human 2	0.81	0.16	0.19	0.42	0.36	1.01	0.52	0.95	43	microsoft/Phi-3.5-mini-instruct	6	10	6250	20
